id,full name,code,acronym,country,finantial
1667,Caribintair,,CARIBINTAIR,Haiti,N
1668,Carill Aviation,,CARILL,United Kingdom,N
1669,Carpatair,V3,CARPATAIR,Romania,Y
1670,Carranza,,CARRANZA,Chile,N
1671,Carroll Air Service,,ULSTER,United States,N
1672,Casement Aviation,,CASEMENT,United States,N
1673,Casino Airline,,CASAIR,United States,N
1674,Casper Air Service,,CASPER AIR,United States,N
1675,Caspian Airlines,RV,CASPIAN,Iran,Y
1676,Castle Aviation,,CASTLE,United States,N
1677,Cat Aviation,,EUROCAT,Switzerland,N
1678,Catalina Flying Boats,,CATALINA AIR,United States,N
1679,Catex,,CATEX,France,N
1680,Cathay Pacific,CX,CATHAY,Hong Kong SAR of China,Y
1681,Caverton Helicopters,,CAVERTON AIR,Nigeria,N
1682,Cayman Airways,KX,CAYMAN,Cayman Islands,Y
1683,Cebu Pacific,5J,CEBU AIR,Philippines,Y
1684,Cecil Aviation,,CECIL,United Kingdom,N
1685,Cega Aviation,,CEGA,United Kingdom,N
1686,Celtic Airways,,CELTAIR,United Kingdom,N
1687,Celtic West,,CELTIC,United Kingdom,N
1688,Centavia,7N,,Serbia,N
1689,Cente D'Essais En Vol,,CENTEV,France,N
1690,Centennial Airlines,,WYO-AIR,United States,N
1691,Centennial Flight Centre,,CENTENNIAL,Canada,N
1692,Center Vol,,CENTERVOL,Spain,N
1693,Center-South,,CENTER-SOUTH,Russia,N
1694,Centrafrican Airlines,,CENTRAFRICAIN,Central African Republic,N
1695,Central Air Express,,CENTRAL EXPRESS,Democratic Republic of Congo,N
1696,Central Airlines,,CENTRAL COMMUTER,United States,N
1697,Central Airways,,CENTRAL LEONE,Sierra Leone,N
1698,Central American Airlines,,AEROCENTRO,Nicaragua,N
1699,Central Aviation,,YOGAN AIR,United States,N
1700,Central Connect Airlines,,,Czech Republic,Y
1701,Central De Discos De Reynosa,,DISCOS REYNOSA,Mexico,N
1702,Central European Airlines,,EUROCENTRAL,Czech Republic,N
1703,Central Flying Service,,CHARTER CENTRAL,United States,N
1704,Central Mongolia Airways,,CENTRAL MONGOLIA,Mongolia,N
1705,Central Mountain Air,,GLACIER,Canada,N
1706,Central Queensland Aviation College,,,Australia,N
1707,Central Skyport,,SKYPORT,United States,N
1708,Centralwings,C0,CENTRALWINGS,Poland,Y
1709,Centre Airlines,,DUTCH VALLEY,United States,N
1710,Centre of Applied Geodynamica,,GEO CENTRE,Russia,N
1711,Centre-Avia,J7,AVIACENTRE,Russia,N
1712,Centro De Helicopteros Corporativos,,HELICORPORATIVO,Mexico,N
1713,Centro de Formacion Aeronautica de Canarias,,FORCAN,Spain,N
1714,Centurion Air Cargo,WE,CHALLENGE CARGO,United States,N
1715,Century Aviation,,CENTURY AVIA,Mexico,N
1716,Century Aviation International,,,Canada,N
1717,Certified Air Dispatch,,,United States,N
1718,Cetraca Aviation Service,,CETRACA,Democratic Republic of the Congo,N
1719,Chabahar Airlines,,CHABAHAR,Iran,N
1720,Chalair Aviation,,CHALLAIR,France,N
1721,Chalk's Ocean Airways,OP,CHALKS,United States,N
1722,Challenge Air Transport,,AIRISTO,Germany,N
1723,Challenge Aviation,,CHALLENGE AVIATION,Australia,N
1724,Challenge International Airlines,,CHALLENGE AIR,United States,N
1725,AC Challenge Aero,,SKY CHALLENGER,Ukraine,N
1726,Champagne Airlines,,CHAMPAGNE,France,N
1727,Champion Air,MG,CHAMPION AIR,United States,N
1728,Chanchangi Airlines,,CHANCHANGI,Nigeria,N
1729,Changan Airlines,2Z,CHANGAN,China,N
1730,Channel Island Aviation,,CHANNEL,United States,N
1731,Chantilly Air,,MARLIN,United States,N
1732,Chaparral Airlines,,CHAPARRAL,United States,N
1733,Chari Aviation Services,S8,CHARI SERVICE,Chad,N
1734,Charlan Air Charter,,CHARLAN,South Africa,N
1735,Charlie Hammonds Flying Service,,HAMMOND,United States,N
1736,Charlotte Air National Guard,,,United States,N
1737,Charter Air,,CHARTER WIEN,Austria,Y
1738,Chartright Air,,CHARTRIGHT,Canada,N
1739,Chautauqua Airlines,RP,CHAUTAUQUA,United States,Y
1740,Cheboksary Airenterprise JSC,,CHEBAIR,Russia,N
1741,Chemech Aviation,,,Pakistan,N
1742,Cherline,,CHERL,Russia,N
1743,Chernomor-Avia,,CHERAVIA,Russia,N
1744,Cherokee Express,,BLUE MAX,United States,N
1745,Cherry Air,,CHERRY,United States,N
1746,Chesapeake Air Service,,CHESAPEAKE AIR,United States,N
1747,Chevron U.S.A,,CHEVRON,United States,N
1748,Cheyenne Airways,,CHEYENNE AIR,United States,N
1749,Chicago Air,,WILD ONION,United States,N
1750,Chicago Express,C8,WINDY CITY,United States,N
1751,Chief Rat Flight Services,,RIVERRAT,South Africa,N
1752,Chilchota Taxi Aereo,,CHILCHOTA,Mexico,N
1753,Chilcotin Caribou Aviation,,CHILCOTIN,Canada,N
1754,Chilliwack Aviation,,CHILLIWACKAIR,Canada,N
1755,Chim-Nir Aviation,,CHMINIR,Israel,N
1756,China Airlines,CI,DYNASTY,Taiwan,Y
1757,China Cargo Airlines,CK,CARGO KING,China,N
1758,China Eastern Airlines,MU,CHINA EASTERN,China,Y
1759,China Express Airlines,,CHINA EXPRESS,China,N
1760,China Flying Dragon Aviation,,FEILONG,China,N
1761,China General Aviation Corporation,,TONGHANG,China,N
1762,China National Aviation Corporation,,CHINA NATIONAL,China,N
1763,China Northern Airlines,CJ,CHINA NORTHERN,China,N
1764,China Northwest Airlines,WH,CHINA NORTHWEST,China,N
1765,China Ocean Helicopter Corporation,,CHINA HELICOPTER,China,N
1766,China Postal Airlines,8Y,CHINA POST,China,N
1767,China Southern Airlines,CZ,CHINA SOUTHERN,China,Y
1768,China Southwest Airlines,,CHINA SOUTHWEST,China,N
1769,China United Airlines,HR,LIANHANG,China,Y
1770,China Xinhua Airlines,XO,XINHUA,China,N
1771,Yunnan Airlines,3Q,YUNNAN,China,Y
1772,Chinguetti Airlines,,CHINGUETTI,Mauritania,N
1773,Chipola Aviation,,CHIPOLA,United States,N
1774,Chippewa Air Commuter,,CHIPPEWA-AIR,United States,N
1775,Chitaavia,X7,CHITA,Russia,N
1776,Christman Air System,,CHRISTMAN,United States,N
1777,Christophorus Flugrettungsverein,,CHRISTOPHORUS,Austria,N
1778,Chrome Air Services,,CHROME AIR,United States,N
1779,Church Aircraft,,CHURCHAIR,United States,N
1780,Cielos Airlines,A2,CIELOS,Peru,N
1781,Cimber Air,QI,CIMBER,Denmark,Y
1782,Cirrus,,HELICIRRUS,Chile,N
1783,Cirrus Air,,NITE STAR,United States,N
1784,Cirrus Airlines,C9,CIRRUS AIR,Germany,Y
1785,Cirrus Middle East,,,Lebanon,N
1786,Citationshares,,FIVE STAR,United States,N
1787,Citibank,,,United States,N
1788,Citic General Aviation,,ZHONGXIN,China,N
1789,City Airline,CF,SWEDESTAR,Sweden,Y
1790,City Connexion Airlines,G3,CONNEXION,Burundi,Y
1791,City of Bangor,,,United States,N
1792,CityJet,WX,CITY-IRELAND,Ireland,Y
1793,Cityair (Chester) Limited,,AIR CHESTER,United Kingdom,N
1794,Cityfly,,CITYFLY,Italy,N
1795,BA CityFlyer,CJ,FLYER,United Kingdom,Y
1796,Cityline Hungary,,CITYHUN,Hungary,N
1797,Citylink Airlines,,HOOSIER,United States,N
1798,Civair Airways,,CIVFLIGHT,South Africa,N
1799,Civil Air Patrol South Carolina Wing,,BOX KAR,United States,N
1800,Civil Air Transport,CT,Mandarin,Taiwan,N
1801,Civil Aviation Authority,,CALIMERA,Slovakia,N
1802,Civil Aviation Authority of New Zealand,,CIVAIR,New Zealand,N
1803,Civil Aviation Inspectorate of the Czech Republic,,CALIBRA,Czech Republic,N
1804,Claessens International Limited,,CLAESSENS,United Kingdom,N
1805,Clark Aviation,,CLARKAIR,United States,N
1806,Clasair,,CALEDONIAN,United Kingdom,N
1807,Clay Lacy Aviation,,CLAY-LACY,United States,N
1808,Click Airways,,CLICK AIR,Kyrgyzstan,Y
1809,Cloud 9 Air Charters,,CLOUDLINE,South Africa,N
1810,Clowes Estates Limited,,CLOWES,United Kingdom,N
1811,Club 328,,SPACEJET,United Kingdom,N
1812,Club Air,6P,CLUBAIR,Italy,N
1813,Coast Air,BX,COAST CENTER,Norway,N
1814,Coastal Air,DQ,U.S. Virgin Islands,United States,Y
1815,Coastal Air Transport,,TRANS COASTAL,United States,N
1816,Coastal Airways,,SID-AIR,United States,N
1817,Coastal Travels,,COASTAL TRAVEL,Tanzania,N
1818,Cohlmia Aviation,,COHLMIA,United States,N
1819,Colaereos,,COLAEREOS,Ecuador,N
1820,Colemill Enterprises,,COLEMILL,United States,N
1821,Colgan Air,9L,COLGAN,United States,Y
1822,Colibri Aviation,,HUMMINGBIRD,Canada,N
1823,Colt International,,,United States,N
1824,Columbia Airlines,,COLAIR,Canada,N
1825,Columbia Helicopters,,COLUMBIA HELI,United States,N
1826,Columbus Air Transport,,KAY-LER,United States,N
1827,Colvin Aviation,,GRASSHOPPER EX,United States,N
1828,Comair,OH,COMAIR,United States,Y
1829,Comair,MN,COMMERCIAL,South Africa,Y
1830,Comed Group,,COMEX,United Kingdom,N
1831,Comeravia,,COMERAVIA,Venezuela,N
1832,Comercial Aerea,,COMERCIAL AEREA,Mexico,N
1833,Comet Airlines,,SUNSPY,Nigeria,N
1834,Comfort Air,,FLYNN,Germany,N
1835,Comlux Aviation,,COMLUX,Switzerland,N
1836,Commair Aviation,,COMMODORE,United Kingdom,N
1837,Commandement Du Transport Aerien Militaire Francais,,COTAM,France,N
1838,Commander Air Charter,,COMMANDAIR,Canada,N
1839,Commander Mexicana,,COMMANDERMEX,Mexico,N
1840,Commercial Aviation,,ACCESS,Canada,N
1841,Commodore Aviation,,,Australia,N
1842,Commonwealth Jet Service,,COMMONWEALTH,United States,N
1843,CommutAir,C5,COMMUTAIR,United States,Y
1844,Comores Airlines,KR,CONTICOM,Comoros,Y
1845,Compagnia Generale Ripreseaeree,,COMPRIP,Italy,N
1846,Compagnie Aerienne du Mali,,CAMALI,Mali,N
1847,Compagnie Mauritanienne Des Transports,,,Mauritania,N
1848,Compagnie de Bauxites de Guinee,,CEBEGE,Guinea,N
1849,Compania Aerea de Valencia,,,Spain,N
1850,Compania Aerotecnicas Fotograficas,,AEROTECNICAS,Spain,N
1851,Compania Boliviana de Transporte Aereo Privado Aerosur,, S.A.,ASUR,N
1852,Compania De Actividades Y Servicios De Aviacion,,STELLAIR,Spain,N
1853,Compania Ejecutiva,,EJECUTIVA,Mexico,N
1854,Compania Helicopteros Del Sureste,,HELISURESTE,Spain,N
1855,Compania Mexicana De Aeroplanos,,AEROPLANOS,Mexico,N
1856,Compania Mexicargo,GJ,MEXICARGO,Mexico,N
1857,Compania Transportes Aereos Del Sur,,TAS HELICOPTEROS,Spain,N
1858,Compania de Servicios Aereos Tavisa,,TAVISA,Spain,N
1859,Company Flight,,COMPANY FLIGHT,Denmark,N
1860,Compass Airlines,CP,Compass Rose,United States,Y
1861,Compass International Airways,,COMPASS,United Kingdom,N
1862,Compuflight Operations Service,,,United States,N
1863,Compuserve Incorporated,,,United States,N
1864,Conair Aviation,,CONAIR-CANADA,Canada,N
1865,Concordavia,,CONCORDAVIA,Ukraine,N
1866,Condor Aero Services,,CONAERO,United States,N
1867,Condor,,CONDOR BERLIN,Germany,N
1868,Condor Flugdienst,DE,CONDOR,Germany,Y
1869,Confort Air,,CONFORT,Canada,N
1870,Congo Air,,,Bahamas,N
1871,Congressional Air,,CONGRESSIONAL,United States,N
1872,Conifair Aviation,,,Canada,N
1873,Connectair Charters,,BASTION,Canada,N
1874,Conquest Airlines,,CONQUEST AIR,United States,N
1875,Conroe Aviation Services,,CONROE AIR,United States,N
1876,Consorcio Aviaxsa,6A,AVIACSA,Mexico,Y
1877,Consorcio Helitec,,CONSORCIO HELITEC,Venezuela,N
1878,Constanta Airline,,CONSTANTA,Ukraine,N
1879,Contact Air,C3,CONTACTAIR,Germany,Y
1880,Contel ASC,,,United States,N
1881,Continental Airlines,CO,CONTINENTAL,United States,Y
1882,Continental Airways,PC,CONTAIR,Russia,N
1883,Continental Express,CO,JETLINK,United States,Y
1884,Continental Micronesia,CS,AIR MIKE,United States,Y
1885,Continental Oil,,CONOCO,United States,N
1886,Conviasa,V0,CONVIASA,Venezuela,Y
1887,Cook Inlet Aviation,,COOK-AIR,United States,N
1888,Cooper Aerial Surveys,,SURVEYOR,United Kingdom,N
1889,Copa Airlines,CM,COPA,Panama,Y
1890,Copenhagen Airtaxi,,AIRCAT,Denmark,N
1891,Copper State Air Service,,COPPER STATE,United States,N
1892,Copterline,,COPTERLINE,Finland,Y
1893,Coptrade Air Transport,,COPTRADE AIR,Sudan,N
1894,Corendon Airlines,,CORENDON,Turkey,Y
1895,Coronado Aerolineas,,CORAL,Colombia,N
1896,Corpac Canada,,PENTA,Canada,N
1897,Corporacion Aereo Cencor,,CENCOR,Mexico,N
1898,Corporacion Aeroangeles,,CORPORANG,Mexico,N
1899,Corporacion Paraguaya De Aeronautica,,,Paraguay,N
1900,Corporate Air,,AIR SPUR,United States,N
1901,Corporate Air,,CORPAIR,United States,N
1902,Corporate Aircraft Company,,MOKAN,United States,N
1903,Corporate Airlink,,CORPORATE,Canada,N
1904,Corporate Aviation Services,,CHECKMATE,United States,N
1905,Corporate Flight International,,VEGAS HEAT,United States,N
1906,Corporate Flight Management,,VOLUNTEER,United States,N
1907,Corporate Jets,,SEA JET,United States,N
1908,Corsairfly,SS,CORSAIR,France,Y
1909,Corse-Mediterranee,XK,CORSICA,France,Y
1910,Cosmic Air,F5,COSMIC AIR,Nepal,N
1911,Cougar Helicopters,,COUGAR,Canada,N
1912,Coulson Flying Service,,MOCKINGBIRD,United Kingdom,N
1913,Country Connection Airlines,,,Australia,N
1914,Country International Airlines,,COUNTRY AIR,Kyrgyzstan,N
1915,Courier Services,,DELIVERY,United States,N
1916,Court Helicopters,,COURT AIR,South Africa,N
1917,Coval Air,,COVAL,Canada,N
1918,Cowi,,COWI,Netherlands,N
1919,Coyne Aviation,,COYNE AIR,United Kingdom,N
1920,Cranfield University,,AERONAUT,United Kingdom,N
1921,Cree Airways,,CREE AIR,Canada,N
1922,Crelam,,CRELAM,Mexico,N
1923,Crest Aviation,,CREST,United Kingdom,Y
1924,Crimea Universal Avia,,TRANS UNIVERSAL,Ukraine,N
1925,Croatia Airlines,OU,CROATIA,Croatia,Y
1926,Croatian Air Force,,CROATIAN AIRFORCE,Croatia,N
1927,Cross Aviation,,CROSSAIR,United Kingdom,N
1928,Crossair Europe,QE,Cigogne,Switzerland,N
1929,Crow Executive Air,,CROW EXPRESS,United States,N
1930,Crown Air Systems,,CROWN AIR,United States,N
1931,Crown Airways,,CROWN AIRWAYS,United States,Y
1932,Crownair,,REGAL,Canada,N
1933,Cruiser Linhas Aereas,,VOE CRUISER,Brazil,N
1934,Cryderman Air Service,,CENTURY,United States,N
1935,Crystal Shamrock,,CRYSTAL-AIR,United States,N
1936,Cubana de Aviaci兀퇺,CU,CUBANA,Cuba,Y
1937,Cumberland Airways (Nicholson Air Service),,CUMBERLAND,United States,N
1938,Custom Air Transport,,CATT,United States,N
1939,Cygnus Air,,CYGNUS AIR,Spain,N
1940,Cyprair Tours,,CYPRAIR,Cyprus,N
1941,Cypress Airlines,,SKYBIRD,Canada,N
1942,Cyprus Airways,CY,CYPRUS,Cyprus,Y
1943,Cyprus Turkish Airlines,YK,,Turkey,Y
1944,Czech Air Force,,CZECH AIR FORCE,Czech Republic,N
1945,Czech Air Handling,,AIRHANDLING,Czech Republic,N
1946,Czech Airlines,OK,CSA-LINES,Czech Republic,Y
1947,Czech Government Flying Service,,CZECHIA,Czech Republic,N
1948,D & D Aviation,,DUSTY,United States,N
1949,D&K Aviation,,DIRECT JET,United States,N
1950,DAP Helicopteros,,HELIDAP,Chile,N
1951,DFS UK Limited,,VOLANTE,United Kingdom,N
1952,DAS Air Cargo,WD,DAIRAIR,Uganda,N
1953,DAS Airlines,,DAS CONGO,Democratic Republic of the Congo,N
1954,DAT Danish Air Transport,DX,DANISH,Denmark,Y
1955,DAT Enterprise Limited,,DATENT,United Kingdom,N
1956,DERA Boscombe Down,,GAUNTLET,United Kingdom,N
1957,DESNA,,DESNA,Ukraine,N
1958,DETA Air,,SAMAL,Kazakhstan,N
1959,DGO Jet,,DGO JET,Mexico,N
1960,DHL Aero Expreso,,YELLOW,Panama,N
1961,DHL Air,,WORLD EXPRESS,United Kingdom,N
1962,DHL Aviation,,WORLDSTAR,South Africa,N
1963,DHL International,ES,DILMUN,Bahrain,N
1964,DHL de Guatemala,L3,,Guatemala,N
1965,DSWA,,REDSKIN,United States,N
1966,Daallo Airlines,D3,DALO AIRLINES,Djibouti,Y
1967,Dagestan Airlines,N2,DAGAL,Russia,N
1968,Dahla Airlines,,,Democratic Republic of Congo,N
1969,Daimler Chrysler Aviation,,TWIN STAR,Germany,N
1970,Daimler-Chrysler,,DAIMLER,United States,N
1971,Daka,,,Kazakhstan,N
1972,Dala Air Services,,DALA AIR,Nigeria,N
1973,Dalavia,H8,DALAVIA,Russia,Y
1974,Dallas Express Airlines,,DALLAS EXPRESS,United States,N
1975,Damascene Airways,,AIRDAM,Syrian Arab Republic,N
1976,Danbury Airways,,DANBURY AIRWAYS,United States,N
1977,Dancopter,,DANCOPTER,Denmark,N
1978,Danish Air Force,,DANISH AIRFORCE,Denmark,N
1979,Danish Army,,DANISH ARMY,Denmark,N
1980,Danish Navy,,DANISH NAVY,Denmark,N
1981,Danu Oro Transportas,,DANU,Lithuania,N
1982,Darta,,DARTA,France,N
1983,Darwin Airline,0D,DARWIN,Switzerland,Y
1984,Dasab Airlines,,DASAB AIR,Uganda,N
1985,Dash Air Charter,,DASH CHARTER,United States,N
1986,Dash Aviation,,PILGRIM,United Kingdom,N
1987,Dasnair,,DASNA,Switzerland,N
1988,Dassault Aviation,,,France,N
1989,Dassault Falcon Jet Corporation,,CLOVERLEAF,United States,N
1990,Dassault Falcon Service,,DASSAULT,France,N
1991,Data International,,DATA AIR,Sudan,N
1992,Date Transformation Corp,,,United States,N
1993,Dauair,D5,DAUAIR,Germany,N
1994,David Crawshaw Consultants Limited,,,United Kingdom,N
1995,Dawn Air,,DAWN AIR,United States,N
1996,DayJet,,DAYJET,United States,N
1997,Daya Aviation,,DAYA,Sri Lanka,N
1998,De Havilland,,DEHAVILLAND,Canada,N
1999,Deadalos Flugtbetriebs,,IASON,Austria,N
2000,Decatur Aviation,,DECUR,United States,N
2001,Deccan Aviation,,DECCAN,India,N
2002,Deccan Aviation (Lanka),,DEKKANLANKA,Sri Lanka,N
2003,Deer Jet,,DEER JET,China,N
2004,Deere and Company,,JOHN DEERE,United States,N
2005,Delaware Skyways,,DELAWARE,United States,N
2006,Delta Aerotaxi,,JET SERVICE,Italy,Y
2007,Delta Air Charter,,SNOWBALL,Canada,N
2008,Delta Air Elite,,ELITE JET,United States,N
2009,Delta Air Lines,DL,DELTA,United States,Y
2010,Delta Engineering Aviation,,KEMBLEJET,United Kingdom,N
2011,Delta Express International,,DELTA EXPRESS,Ukraine,N
2012,Delta State University,,DELTA STATE,United States,N
2013,Denim Air,,DENIM,Netherlands,Y
2014,Denver Express,,FALCON EXPRESS,United States,N
2015,Denver Jet,,DENVER JET,United States,N
2016,Departmento De Agricultura De La Generalitat De Cataluna,,FORESTALES,Spain,N
2017,Deraya Air Taxi,,DERAYA,Indonesia,N
2018,Des R Cargo Express,,,Mauritania,N
2019,Desarrollo Milaz,,MILAZ,Mexico,N
2020,Destiny Air Services,,DESTINY,Sierra Leone,N
2021,Deutsche Bahn,2A,,Germany,Y
2022,Deutsche Rettungsflugwacht,1I,CIVIL AIR AMBULANCE,Germany,N
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,,LUFO,Germany,N
2024,Di Air,,DI AIR,Serbia,N
2025,Diamond Aviation,,SPARKLE,United States,N
2026,Didier Rousset Buy,,DIDIER,Chile,N
2027,Digital Equipment Corporation,,DIGITAL,United States,N
2028,Dinar,D7,AERO DINAR,Argentina,N
2029,Diplomatic Freight Services,,DIPFREIGHT,United Kingdom,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,ENA,Spain,N
2031,Direct Air,,BLUE SKY,United States,N
2032,Direct Air trading as Midway Connection,,MID-TOWN,United States,N
2033,Direct Flight,,,United Kingdom,N
2034,Sky Express,,EXPRESS SKY,Poland,N
2035,Dirgantara Air Service,AW,DIRGANTARA,Indonesia,N
2036,Discover Air,,DISCOVER,United States,N
2037,Discovery Airways,DH,DISCOVERY AIRWAYS,United States,N
2038,Dispatch Services,,,United States,N
2039,Dix Aviation,,DIX FLIGHT,Germany,N
2040,Dixie Airways,,TACAIR,United States,N
2041,Djibouti Airlines,D8,DJIBOUTI AIR,Djibouti,Y
2042,Dniproavia,,DNIEPRO,Ukraine,Y
2043,Flying Dolphin Airlines,,FLYING DOLPHIN,United Arab Emirates,N
2044,Dolphin Express Airlines,,ISLAND EXPRESS,United States,N
2045,Dome Petroleum,,DOME,Canada,N
2046,Dominguez Toledo (Grupo Mayoral),,MAYORAL,Spain,N
2047,Dominicana de Aviaci,DO,DOMINICANA,Dominican Republic,Y
2048,Domodedovo Airlines,E3,DOMODEDOVO,Russia,Y
2049,Don Avia,,DONSEBAI,Kazakhstan,N
2050,Donair Flying Club,,DONAIR,United Kingdom,N
2051,DonbassAero,5D,DONBASS AERO,Ukraine,Y
2052,Dorado Air,,DORADO AIR,Dominican Republic,N
2053,Dornier,,DORNIER,Germany,N
2054,Dornier Aviation Nigeria,,DANA AIR,Nigeria,N
2055,Dos Mundos,,DOS MUNDOS,Dominican Republic,N
2056,Dragonair,KA, Hong Kong Dragon Airlines,DRAGON,Y
2057,Dreamcatcher Airways,,DREAM CATCHER,United Kingdom,N
2058,Druk Air,KB,ROYAL BHUTAN,Bhutan,Y
2059,Drummond Island Air,,MICHIGAN,United States,N
2060,Dubai Airwing,,DUBAI,United Arab Emirates,N
2061,Dubrovnik Air,,SEAGULL,Croatia,Y
2062,Ducair,,LION KING,Luxembourg,N
2063,Duchess of Britany (Jersey) Limited,,DUCHESS,United Kingdom,N
2064,UK Royal/HRH Duke of York,,LEOPARD,United Kingdom,N
2065,Dun'Air,,DUNAIR,Mauritania,N
2066,Duncan Aviation,,PANHANDLE,United States,N
2067,Dunyaya Bakis Hava Tasimaciligi,,WORLDFOCUS,Turkey,N
2068,Duo Airways,,FLY DUO,United Kingdom,N
2069,Durango Jet,,DURANGO JET,Mexico,N
2070,Dutch Antilles Express,,DUTCH ANTILLES,Netherlands Antilles,Y
2071,Dutch Caribbean Express,,DUTCH CARIBBEAN,Netherlands Antilles,N
2072,Dutchbird,,DUTCHBIRD,Netherlands,N
2073,Dwyer Aircraft Services,,DWYAIR,United States,N
2074,Dynair Services,,,United States,N
2075,Dynamair Aviation,,DYNAMAIR,Canada,N
2076,Dynamic Air,,DYNAMIC,Netherlands,N
2077,dba,DI,SPEEDWAY,Germany,Y
2078,E H Darby Aviation,,PLATINUM AIR,United States,N
2079,Electronic Data Systems,1C,,Switzerland,N
2080,Electronic Data Systems,,,,N
2081,EAA Escola De Aviacao Aerocondor,,AERO-ESCOLA,Portugal,N
2082,Executive Airlines Services,,ECHOLINE,Nigeria,N
2083,EFAOS- Agencia De Viagens e Turismo,,EFAOS,Angola,N
2084,EFD Eisele Flugdienst,,EVER FLIGHT,Germany,N
2085,EFS-Flugservice,,FLUGSERVICE,Germany,N
2086,EIS Aircraft,,COOL,Germany,N
2087,EPAG Groupe Air France,,EPAG,France,N
2088,ESI Eliservizi Italiani,,ELISERVIZI,Italy,N
2089,EU Airways,,EUROAIRWAYS,Ireland,N
2090,EUjet,VE,UNION JET,Ireland,N
2091,EVA Air,BR,EVA,Taiwan,Y
2092,Eagle Aero,,ICARUS FLIGHTS,United States,N
2093,Eagle Air,,EAGLE SIERRA,Sierra Leone,N
2094,Eagle Air,H7,,Uganda,Y
2095,Eagle Air Company,,THAI EAGLE,Thailand,N
2096,Eagle Air Iceland,,ARCTIC EAGLE,Iceland,N
2097,Eagle Aviation,,AFRICAN EAGLE,Uganda,N
2098,Eagle Aviation,,GYPSY,United Kingdom,N
2099,Eagle Aviation France,,FRENCH EAGLE,France,N
2100,Eagle International,,SEN-EAGLE,Senegal,N
2101,Eagle Jet Charter,,EAGLE JET,United States,N
2102,Eaglemed (Ballard Aviation),,EAGLEMED,United States,N
2103,Earth Airlines Services,,EARTH AIR,Nigeria,N
2104,East African,QU,CRANE,Uganda,Y
2105,East African Safari Air,S9,DUMA,Kenya,N
2106,East African Safari Air Express,,TWIGA,Kenya,N
2107,East Asia Airlines,,,Macao,N
2108,East Coast Airways,,EASTWAY,South Africa,N
2109,East Coast Jets,,EASTCOAST JET,United States,N
2110,East Hampton Aire,,AIRE HAMPTON,United States,N
2111,East Kansas City Aviation,,BLUE GOOSE,United States,N
2112,East Midlands Helicopters,,COSTOCK,United Kingdom,N
2113,East Star Airlines,,EAST STAR,China,N
2114,East-West Airlines,,EASTWEST,Australia,N
